,Airline,Airline ID,Source Airport,Source Airport ID,Destination Airport,Destination Airport ID,Equipment,Original Airline,Src City,Dest City,Airline Name
1064,4M,3201,JFK,3797,EZE,3988,777,4M,New York,Buenos Aires,Advance Leasing Company
1107,4O,17885,JFK,3797,MEX,1824,320,4O,New York,Mexico City,United Airways
3586,9E,3976,JFK,3797,MSY,3861,CR9,9E,New York,New Orleans,Maldivian Air Taxi
3589,9E,3976,LGA,3697,MSY,3861,CR9,9E,New York,New Orleans,Princess Air
5002,AA,24,CLT,3876,SFO,3469,321,AA,Charlotte,San Francisco,Aegean Airlines
5312,AA,24,DFW,3670,SFO,3469,738 757 763,AA,Dallas-Fort Worth,San Francisco,American Airlines
5516,AA,24,HKG,3077,SFO,3469,773 744,AA,Hong Kong,San Francisco,American Airlines
5519,AA,24,HND,2359,SFO,3469,787,AA,Tokyo,San Francisco,American Airlines
5591,AA,24,JFK,3797,AMM,2170,340 330,AA,New York,Amman,American Airlines
5592,AA,24,JFK,3797,ANU,2874,738,AA,New York,Antigua,American Airlines
5593,AA,24,JFK,3797,AUH,2179,777,AA,New York,Abu Dhabi,American Airlines
5594,AA,24,JFK,3797,AUS,3673,738,AA,New York,Austin,American Airlines
5595,AA,24,JFK,3797,BCN,1218,763,AA,New York,Barcelona,American Airlines
5596,AA,24,JFK,3797,BDA,4069,738,AA,New York,Bermuda,American Airlines
5597,AA,24,JFK,3797,BNA,3690,ER4,AA,New York,Nashville,American Airlines
5598,AA,24,JFK,3797,BOS,3448,738,AA,New York,Boston,American Airlines
5599,AA,24,JFK,3797,BWI,3849,ER4,AA,New York,Baltimore,American Airlines
5600,AA,24,JFK,3797,CCS,2851,757 738,AA,New York,Caracas,American Airlines
5601,AA,24,JFK,3797,CDG,1382,763 757,AA,New York,Paris,American Airlines
5602,AA,24,JFK,3797,CLE,3486,ER4,AA,New York,Cleveland,American Airlines
5603,AA,24,JFK,3797,CLT,3876,321 319,AA,New York,Charlotte,American Airlines
5604,AA,24,JFK,3797,CMH,3759,ER4 CR7,AA,New York,Columbus,American Airlines
5605,AA,24,JFK,3797,CUN,1852,738,AA,New York,Cancun,American Airlines
5606,AA,24,JFK,3797,CVG,3488,ER4,AA,New York,Cincinnati,American Airlines
5607,AA,24,JFK,3797,DCA,3520,738,AA,New York,Washington,American Airlines
5608,AA,24,JFK,3797,DFW,3670,738 757,AA,New York,Dallas-Fort Worth,American Airlines
5609,AA,24,JFK,3797,DOH,11051,777,AA,New York,Doha,American Airlines
5610,AA,24,JFK,3797,DUB,599,757,AA,New York,Dublin,American Airlines
5611,AA,24,JFK,3797,DUS,345,330,AA,New York,Duesseldorf,American Airlines
5612,AA,24,JFK,3797,EZE,3988,777,AA,New York,Buenos Aires,American Airlines
5613,AA,24,JFK,3797,FCO,1555,763,AA,New York,Rome,American Airlines
5614,AA,24,JFK,3797,GIG,2560,763,AA,New York,Rio De Janeiro,American Airlines
5615,AA,24,JFK,3797,GRU,2564,773 77W 777,AA,New York,Sao Paulo,American Airlines
5616,AA,24,JFK,3797,GYE,2673,763,AA,New York,Guayaquil,American Airlines
5617,AA,24,JFK,3797,HEL,421,330,AA,New York,Helsinki,American Airlines
5618,AA,24,JFK,3797,HKG,3077,773,AA,New York,Hong Kong,American Airlines
5619,AA,24,JFK,3797,IND,3585,ER4,AA,New York,Indianapolis,American Airlines
5620,AA,24,JFK,3797,LAS,3877,738,AA,New York,Las Vegas,American Airlines
5621,AA,24,JFK,3797,LAX,3484,32B 762,AA,New York,Los Angeles,American Airlines
5622,AA,24,JFK,3797,LCY,503,318,AA,New York,London,American Airlines
5623,AA,24,JFK,3797,LHR,507,777 77W,AA,New York,London,American Airlines
5624,AA,24,JFK,3797,LIM,2789,763,AA,New York,Lima,American Airlines
5625,AA,24,JFK,3797,MAD,1229,330 757 340,AA,New York,Madrid,American Airlines
5626,AA,24,JFK,3797,MAN,478,757,AA,New York,Manchester,American Airlines
5627,AA,24,JFK,3797,MCO,3878,763 757,AA,New York,Orlando,American Airlines
5628,AA,24,JFK,3797,MIA,3576,757 763 738,AA,New York,Miami,American Airlines
5629,AA,24,JFK,3797,MXP,1524,763,AA,New York,Milano,American Airlines
5630,AA,24,JFK,3797,NRT,2279,787 773,AA,New York,Tokyo,American Airlines
5631,AA,24,JFK,3797,ORD,3830,738,AA,New York,Chicago,American Airlines
5632,AA,24,JFK,3797,ORF,3611,ER4,AA,New York,Norfolk,American Airlines
5633,AA,24,JFK,3797,ORY,1386,757,AA,New York,Paris,American Airlines
5634,AA,24,JFK,3797,PAP,1897,763,AA,New York,Port-au-prince,American Airlines
5635,AA,24,JFK,3797,PHX,3462,321,AA,New York,Phoenix,American Airlines
5636,AA,24,JFK,3797,PIT,3570,ER4,AA,New York,Pittsburgh,American Airlines
5637,AA,24,JFK,3797,RDU,3626,ERD CR7,AA,New York,Raleigh-durham,American Airlines
5638,AA,24,JFK,3797,SAN,3731,738,AA,New York,San Diego,American Airlines
5639,AA,24,JFK,3797,SCL,2650,787,AA,New York,Santiago,American Airlines
5640,AA,24,JFK,3797,SEA,3577,738,AA,New York,Seattle,American Airlines
5641,AA,24,JFK,3797,SFO,3469,32B 763,AA,New York,San Francisco,American Airlines
5642,AA,24,JFK,3797,SJO,1885,738,AA,New York,San Jose,American Airlines
5643,AA,24,JFK,3797,SJU,2890,757,AA,New York,San Juan,American Airlines
5644,AA,24,JFK,3797,STT,2883,757,AA,New York,St. Thomas,American Airlines
5645,AA,24,JFK,3797,SXM,2899,757,AA,New York,Philipsburg,American Airlines
5646,AA,24,JFK,3797,TPA,3646,CR7,AA,New York,Tampa,American Airlines
5647,AA,24,JFK,3797,TXL,351,330,AA,New York,Berlin,American Airlines
5648,AA,24,JFK,3797,YUL,146,ERD,AA,New York,Montreal,American Airlines
5649,AA,24,JFK,3797,YYC,178,737,AA,New York,Calgary,American Airlines
5650,AA,24,JFK,3797,YYZ,193,CR7,AA,New York,Toronto,American Airlines
5651,AA,24,JFK,3797,ZRH,1678,763,AA,New York,Zurich,American Airlines
5745,AA,24,LAX,3484,SFO,3469,738,AA,Los Angeles,San Francisco,American Airlines
5767,AA,24,LGA,3697,BNA,3690,CR7,AA,New York,Nashville,American Airlines
5768,AA,24,LGA,3697,BOS,3448,319 E90,AA,New York,Boston,American Airlines
5769,AA,24,LGA,3697,CHO,4015,ERD,AA,New York,Charlottesville VA,American Airlines
5770,AA,24,LGA,3697,CLT,3876,321 319 320,AA,New York,Charlotte,American Airlines
5771,AA,24,LGA,3697,CMH,3759,CR7 ERD,AA,New York,Columbus,American Airlines
5772,AA,24,LGA,3697,DAY,3627,ERD,AA,New York,Dayton,American Airlines
5773,AA,24,LGA,3697,DCA,3520,319 E90,AA,New York,Washington,American Airlines
5774,AA,24,LGA,3697,DFW,3670,738,AA,New York,Dallas-Fort Worth,American Airlines
5775,AA,24,LGA,3697,DTW,3645,CR7,AA,New York,Detroit,American Airlines
5776,AA,24,LGA,3697,GSO,4008,ERD,AA,New York,Greensboro,American Airlines
5777,AA,24,LGA,3697,ILM,3845,ERD,AA,New York,Wilmington,American Airlines
5778,AA,24,LGA,3697,LIT,3660,CR7,AA,New York,Little Rock,American Airlines
5779,AA,24,LGA,3697,MIA,3576,738,AA,New York,Miami,American Airlines
5780,AA,24,LGA,3697,ORD,3830,738,AA,New York,Chicago,American Airlines
5781,AA,24,LGA,3697,ORF,3611,ERD,AA,New York,Norfolk,American Airlines
5782,AA,24,LGA,3697,PBI,3722,738,AA,New York,West Palm Beach,American Airlines
5783,AA,24,LGA,3697,PHL,3752,E90 DH3 319,AA,New York,Philadelphia,American Airlines
5784,AA,24,LGA,3697,PIT,3570,CRJ E75,AA,New York,Pittsburgh,American Airlines
5785,AA,24,LGA,3697,RDU,3626,ERD CR7,AA,New York,Raleigh-durham,American Airlines
5786,AA,24,LGA,3697,RIC,3608,ERD,AA,New York,Richmond,American Airlines
5787,AA,24,LGA,3697,ROA,4016,ERD,AA,New York,Roanoke VA,American Airlines
5788,AA,24,LGA,3697,SDF,4014,ERD,AA,New York,Louisville,American Airlines
5789,AA,24,LGA,3697,STL,3678,CR7,AA,New York,St. Louis,American Airlines
5790,AA,24,LGA,3697,TYS,3676,ERD,AA,New York,Knoxville,American Airlines
5791,AA,24,LGA,3697,XNA,4356,CR7,AA,New York,Bentonville,American Airlines
5792,AA,24,LGA,3697,YUL,146,ERD,AA,New York,Montreal,American Airlines
5793,AA,24,LGA,3697,YYZ,193,CR7,AA,New York,Toronto,American Airlines
5881,AA,24,LHR,507,SFO,3469,744,AA,London,San Francisco,American Airlines
6102,AA,24,MIA,3576,SFO,3469,763 757 738,AA,Miami,San Francisco,American Airlines
6327,AA,24,ORD,3830,SFO,3469,738,AA,Chicago,San Francisco,American Airlines
6385,AA,24,PDX,3720,SFO,3469,DH4 737,AA,Portland,San Francisco,American Airlines
6498,AA,24,PHL,3752,SFO,3469,320 321,AA,Philadelphia,San Francisco,American Airlines
6576,AA,24,PHX,3462,SFO,3469,320 321,AA,Phoenix,San Francisco,American Airlines
6625,AA,24,PSP,3839,SFO,3469,737,AA,Palm Springs,San Francisco,American Airlines
6643,AA,24,PVR,1836,SFO,3469,737,AA,Puerto Vallarta,San Francisco,American Airlines
6762,AA,24,SEA,3577,SFO,3469,737,AA,Seattle,San Francisco,American Airlines
7361,AB,214,JFK,3797,DUS,345,332,AB,New York,Duesseldorf,American Airlines
7362,AB,214,JFK,3797,TXL,351,332,AB,New York,Berlin,American Airlines
7942,AC,330,JFK,3797,YYZ,193,CRA,AC,New York,Toronto,Air Berlin
7957,AC,330,LGA,3697,YOW,100,CRJ,AC,New York,Ottawa,Air Berlin
7958,AC,330,LGA,3697,YUL,146,E75,AC,New York,Montreal,Air Berlin
7959,AC,330,LGA,3697,YYZ,193,E90 E75,AC,New York,Toronto,Air Berlin
8087,AC,330,YEG,49,SFO,3469,CR7,AC,Edmonton,San Francisco,Air Berlin
8219,AC,330,YUL,146,SFO,3469,319,AC,Montreal,San Francisco,Air Berlin
8270,AC,330,YVR,156,SFO,3469,E90 320 319,AC,Vancouver,San Francisco,Air Berlin
8342,AC,330,YYC,178,SFO,3469,CR7,AC,Calgary,San Francisco,Air Berlin
8369,AC,330,YYJ,184,SFO,3469,CRJ,AC,Victoria,San Francisco,Air Canada
8464,AC,330,YYZ,193,SFO,3469,320,AC,Toronto,San Francisco,Air Canada
9152,AF,137,ATL,3682,SFO,3469,763 739 757,AF,Atlanta,San Francisco,Air Paradise International
9395,AF,137,CDG,1382,SFO,3469,388,AF,Paris,San Francisco,Azul
9592,AF,137,JFK,3797,ATL,3682,319 738 752,AF,New York,Atlanta,Air Paradise International
9593,AF,137,JFK,3797,BCN,1218,333,AF,New York,Barcelona,Azul
9594,AF,137,JFK,3797,BRU,302,76W,AF,New York,Brussels,Air Paradise International
9595,AF,137,JFK,3797,CDG,1382,332 772 388 343,AF,New York,Paris,Azul
9596,AF,137,JFK,3797,DUB,599,752,AF,New York,Dublin,Air Paradise International
9597,AF,137,JFK,3797,FRA,340,76W,AF,New York,Frankfurt,Azul
9598,AF,137,JFK,3797,LHR,507,764 76W,AF,New York,London,Air Paradise International
9599,AF,137,JFK,3797,MAD,1229,764,AF,New York,Madrid,Azul
9600,AF,137,JFK,3797,MSY,3861,CR9,AF,New York,New Orleans,Air Paradise International
9601,AF,137,JFK,3797,NCE,1354,764,AF,New York,Nice,Azul
9602,AF,137,JFK,3797,PAP,1897,738,AF,New York,Port-au-prince,Air Paradise International
9644,AF,137,LGA,3697,ATL,3682,M88 757,AF,New York,Atlanta,Air Paradise International
9768,AF,137,MSP,3858,SFO,3469,753,AF,Minneapolis,San Francisco,Air Paradise International
10494,AI,218,HKG,3077,SFO,3469,77W,AI,Hong Kong,San Francisco,Air France
10511,AI,218,ICN,3930,SFO,3469,77W,AI,Seoul,San Francisco,Air France
10553,AI,218,JFK,3797,DEL,3093,77W,AI,New York,Delhi,Air France
10554,AI,218,JFK,3797,LHR,507,772,AI,New York,London,Air France
10899,AM,321,BJX,1815,SFO,3469,738,AM,Del Bajio,San Francisco,Air France
10982,AM,321,GDL,1804,SFO,3469,738,AM,Guadalajara,San Francisco,Air France
11013,AM,321,JFK,3797,ATL,3682,752 319 757 738,AM,New York,Atlanta,Air Algerie
11014,AM,321,JFK,3797,CUN,1852,738,AM,New York,Cancun,Air Algerie
11015,AM,321,JFK,3797,MEX,1824,738 787,AM,New York,Mexico City,Air Algerie
11030,AM,321,LGA,3697,ATL,3682,M88 757 738,AM,New York,Atlanta,Air Algerie
11111,AM,321,MEX,1824,SFO,3469,737,AM,Mexico City,San Francisco,Air Algerie
11137,AM,321,MLM,1821,SFO,3469,738,AM,Morelia,San Francisco,Air Algerie
11195,AM,321,PVR,1836,SFO,3469,73J 739,AM,Puerto Vallarta,San Francisco,Air Algerie
11223,AM,321,SJD,1840,SFO,3469,734,AM,San Jose Del Cabo,San Francisco,Air India Limited
11472,AR,412,JFK,3797,EZE,3988,330,AR,New York,Buenos Aires,Air India Limited
11626,AS,439,DFW,3670,SFO,3469,738 757 763,AS,Dallas-Fort Worth,San Francisco,AirAsia
11671,AS,439,JFK,3797,LAX,3484,321 762,AS,New York,Los Angeles,AirAsia
11672,AS,439,JFK,3797,SAN,3731,757 73H,AS,New York,San Diego,AirAsia
11673,AS,439,JFK,3797,SEA,3577,738,AS,New York,Seattle,AirAsia
11674,AS,439,JFK,3797,SFO,3469,321 763,AS,New York,San Francisco,AirAsia
11735,AS,439,LAX,3484,SFO,3469,738,AS,Los Angeles,San Francisco,AirAsia
11768,AS,439,MIA,3576,SFO,3469,763 757 738,AS,Miami,San Francisco,AirAsia
11806,AS,439,ORD,3830,SFO,3469,738,AS,Chicago,San Francisco,AeroMéxico
11843,AS,439,PDX,3720,SFO,3469,734 73G,AS,Portland,San Francisco,AeroMéxico
11864,AS,439,PSP,3839,SFO,3469,734,AS,Palm Springs,San Francisco,AeroMéxico
11870,AS,439,PVR,1836,SFO,3469,73J 739,AS,Puerto Vallarta,San Francisco,AeroMéxico
11964,AS,439,SEA,3577,SFO,3469,73J 734 73G 73H 739,AS,Seattle,San Francisco,AeroMéxico
12003,AS,439,SJD,1840,SFO,3469,734,AS,San Jose Del Cabo,San Francisco,AeroMéxico
12184,AT,4248,JFK,3797,CMN,1074,763,AT,New York,Casablanca,AeroMéxico
12427,AV,515,JFK,3797,BOG,2709,319 330,AV,New York,Bogota,Aerolineas Argentinas
12428,AV,515,JFK,3797,MDE,2745,319,AV,New York,Rio Negro,Aerolineas Argentinas
12429,AV,515,JFK,3797,SAL,1892,320 321,AV,New York,San Salvador,Aerolineas Argentinas
12430,AV,515,JFK,3797,SAP,1772,320,AV,New York,San Pedro Sula,Aerolineas Argentinas
12530,AV,515,SAL,1892,SFO,3469,319 320,AV,San Salvador,San Francisco,Aerolineas Argentinas
12740,AY,2350,JFK,3797,BCN,1218,763,AY,New York,Barcelona,Alaska Airlines
12741,AY,2350,JFK,3797,CDG,1382,763 757,AY,New York,Paris,Alaska Airlines
12742,AY,2350,JFK,3797,DUB,599,757,AY,New York,Dublin,Alaska Airlines
12743,AY,2350,JFK,3797,FCO,1555,763,AY,New York,Rome,Alaska Airlines
12744,AY,2350,JFK,3797,HEL,421,333,AY,New York,Helsinki,Alaska Airlines
12745,AY,2350,JFK,3797,LCY,503,318,AY,New York,London,Alaska Airlines
12746,AY,2350,JFK,3797,LHR,507,744 77W 777,AY,New York,London,Alaska Airlines
12747,AY,2350,JFK,3797,MAD,1229,333 757 346,AY,New York,Madrid,Alaska Airlines
12748,AY,2350,JFK,3797,MAN,478,757,AY,New York,Manchester,Alaska Airlines
12749,AY,2350,JFK,3797,MXP,1524,763,AY,New York,Milano,Alaska Airlines
12750,AY,2350,JFK,3797,SJU,2890,757,AY,New York,San Juan,Alaska Airlines
12751,AY,2350,JFK,3797,YUL,146,ERD,AY,New York,Montreal,Alaska Airlines
12752,AY,2350,JFK,3797,YYZ,193,CR7,AY,New York,Toronto,Alaska Airlines
12795,AY,2350,LHR,507,SFO,3469,744,AY,London,San Francisco,Alaska Airlines
13186,AZ,596,CDG,1382,SFO,3469,388,AZ,Paris,San Francisco,Royal Air Maroc
13419,AZ,596,JFK,3797,ATL,3682,752 319 M88 738,AZ,New York,Atlanta,Avianca - Aerovias Nacionales de Colombia
13420,AZ,596,JFK,3797,CDG,1382,332 388 772 343,AZ,New York,Paris,Avianca - Aerovias Nacionales de Colombia
13421,AZ,596,JFK,3797,FCO,1555,772 330,AZ,New York,Rome,Avianca - Aerovias Nacionales de Colombia
13422,AZ,596,JFK,3797,MEX,1824,738,AZ,New York,Mexico City,Avianca - Aerovias Nacionales de Colombia
13423,AZ,596,JFK,3797,MSY,3861,CR9,AZ,New York,New Orleans,Avianca - Aerovias Nacionales de Colombia
13424,AZ,596,JFK,3797,MXP,1524,330,AZ,New York,Milano,Avianca - Aerovias Nacionales de Colombia
13425,AZ,596,JFK,3797,VCE,1551,764,AZ,New York,Venice,Avianca - Aerovias Nacionales de Colombia
13426,AZ,596,JFK,3797,YUL,146,ERJ,AZ,New York,Montreal,Avianca - Aerovias Nacionales de Colombia
13427,AZ,596,JFK,3797,YYZ,193,CR7,AZ,New York,Toronto,Avianca - Aerovias Nacionales de Colombia
13902,B6,3029,AUS,3673,SFO,3469,320,B6,Austin,San Francisco,Finnair
13952,B6,3029,BOS,3448,SFO,3469,320,B6,Boston,San Francisco,Finnair
13994,B6,3029,DXB,2188,SFO,3469,77W,B6,Dubai,San Francisco,Alitalia
14027,B6,3029,FLL,3533,SFO,3469,320,B6,Fort Lauderdale,San Francisco,Alitalia
14047,B6,3029,JFK,3797,ABQ,4019,320,B6,New York,Albuquerque,Alitalia
14048,B6,3029,JFK,3797,AUA,2895,320,B6,New York,Oranjestad,Alitalia
14049,B6,3029,JFK,3797,AUS,3673,320,B6,New York,Austin,Alitalia
14050,B6,3029,JFK,3797,AZS,5810,320,B6,New York,Samana,Alitalia
14051,B6,3029,JFK,3797,BDA,4069,320,B6,New York,Bermuda,Alitalia
14052,B6,3029,JFK,3797,BGI,2875,321,B6,New York,Bridgetown,Alitalia
14053,B6,3029,JFK,3797,BOS,3448,E90 320,B6,New York,Boston,Alitalia
14054,B6,3029,JFK,3797,BQN,2885,320,B6,New York,Aguadilla,Alitalia
14055,B6,3029,JFK,3797,BTV,3711,E90,B6,New York,Burlington,Alitalia
14056,B6,3029,JFK,3797,BUF,3820,E90 320,B6,New York,Buffalo,Alitalia
14057,B6,3029,JFK,3797,BUR,3644,320,B6,New York,Burbank,Alitalia
14058,B6,3029,JFK,3797,CHS,3806,320,B6,New York,Charleston,Alitalia
14059,B6,3029,JFK,3797,CLT,3876,E90,B6,New York,Charlotte,Alitalia
14060,B6,3029,JFK,3797,CTG,2714,320,B6,New York,Cartagena,Alitalia
14061,B6,3029,JFK,3797,CUN,1852,320,B6,New York,Cancun,Alitalia
14062,B6,3029,JFK,3797,DEN,3751,320,B6,New York,Denver,Alitalia
14063,B6,3029,JFK,3797,DXB,2188,388,B6,New York,Dubai,Alitalia
14064,B6,3029,JFK,3797,FLL,3533,320 E90,B6,New York,Fort Lauderdale,Alitalia
14065,B6,3029,JFK,3797,GCM,1926,320,B6,New York,Georgetown,Alitalia
14066,B6,3029,JFK,3797,HOU,3566,E90,B6,New York,Houston,Alitalia
14067,B6,3029,JFK,3797,IAD,3714,E90,B6,New York,Washington,Alitalia
14068,B6,3029,JFK,3797,JAX,3712,320,B6,New York,Jacksonville,Alitalia
14069,B6,3029,JFK,3797,JNB,813,346,B6,New York,Johannesburg,Alitalia
